#{"t_start": 1772760578.3236012, "env_id": "None"}
r,l,t
79.164195,100,9.711937
81.073726,100,18.617764
79.726768,100,27.042721
79.168881,100,35.488117
80.348294,100,44.302039
79.534856,100,52.78746
79.18143,100,61.249163
78.795749,100,69.738884
79.477204,100,78.437361
79.656969,100,86.878913
79.315801,100,98.967513
81.051152,100,107.402008
80.427299,100,115.858891
78.805274,100,124.338272
79.820799,100,132.797139
79.686726,100,141.26865
80.866261,100,149.74396
81.760367,100,158.560752
80.558034,100,167.368934
80.580588,100,175.830003
80.230754,100,187.906379
79.822324,100,196.64663
79.180472,100,205.549169
80.530426,100,214.023901
79.850746,100,222.510817
80.492324,100,231.529702
79.918484,100,240.375545
79.737012,100,248.835414
79.592384,100,257.301136
81.163736,100,265.766842
80.418759,100,277.719474
79.504674,100,286.163923
80.156925,100,294.739438
79.291244,100,303.244884
79.91776,100,311.715422
81.129163,100,320.124564
80.612073,100,328.605513
83.154624,100,337.085762
79.512824,100,345.575895
80.51524,100,354.155259
80.406369,100,366.04098
80.057511,100,374.513712
80.949946,100,382.968255
79.749088,100,391.419452
79.865679,100,399.917832
80.698612,100,408.406278
79.922071,100,416.960656
80.726669,100,425.429175
81.5325,100,433.937819
81.728239,100,442.411788
78.880682,100,451.011774
79.637349,100,462.956208
81.149353,100,471.44358
79.537104,100,479.985552
81.026644,100,488.456467
80.416231,100,496.953784
79.168764,100,505.38952
80.016896,100,513.879827
81.924461,100,522.345305
79.814672,100,530.804103
80.543236,100,539.306225
78.515593,100,551.380047
79.148646,100,559.850855
79.537367,100,568.35433
80.663129,100,576.784872
80.842568,100,585.264982
78.553353,100,593.741563
80.058126,100,602.26586
80.15489,100,610.711191
80.300461,100,619.155604
79.90615,100,627.61121
79.926099,100,639.500468
80.963648,100,647.957458
79.427173,100,656.397341
80.251346,100,664.97095
79.11808,100,673.470795
79.546965,100,682.011315
80.839063,100,690.458653
80.992107,100,698.947789
78.756374,100,707.414607
79.895346,100,715.882314
81.147367,100,727.964296
81.395644,100,736.445038
79.84075,100,744.922559
80.189424,100,753.368153
80.708527,100,761.84444
78.68152,100,770.28733
79.868959,100,778.780071
79.126387,100,787.241232
79.407122,100,795.808573
80.47002,100,804.239472
82.068706,100,812.754519
80.988491,100,824.776488
78.622379,100,833.433306
80.894449,100,842.225511
81.242429,100,851.171362
80.107987,100,860.176526
78.871383,100,868.925993
80.255209,100,877.576417
80.49152,100,886.339596
80.755522,100,895.020847
80.798531,100,903.610339
80.629587,100,915.674318
80.453419,100,924.272913
80.819917,100,932.847548
81.03093,100,941.817668
79.522168,100,951.240528
79.182319,100,960.577399
79.623563,100,969.44676
79.375015,100,978.277492
79.983938,100,987.385515
79.559272,100,996.673679
80.574979,100,1009.479188
78.679359,100,1018.603096
79.066903,100,1027.910049
82.161178,100,1037.221275
79.560608,100,1046.108126
80.007124,100,1055.13381
80.575393,100,1064.034344
79.41132,100,1073.21606
80.802705,100,1082.401263
81.081641,100,1091.673378
79.779274,100,1103.927116
80.477036,100,1112.473423
81.465619,100,1121.100039
80.023129,100,1129.600099
80.377826,100,1138.241189
78.96074,100,1146.97453
80.602433,100,1155.773912
80.327198,100,1164.773993
81.56642,100,1173.870525
78.685826,100,1182.826591
78.867231,100,1192.092915
79.131343,100,1206.038606
79.228241,100,1214.793119
78.948247,100,1223.552871
79.520662,100,1232.042237
80.87146,100,1240.514883
78.23842,100,1249.529683
80.746825,100,1258.091723
78.648865,100,1266.565766
78.406327,100,1275.062859
80.380451,100,1283.683707
79.79838,100,1296.267849
79.737354,100,1305.009498
81.093817,100,1313.729133
81.784584,100,1322.450761
79.190269,100,1331.571526
78.474543,100,1340.716391
80.314932,100,1349.993576
80.480767,100,1358.828871
80.697654,100,1367.362426
80.696777,100,1375.834269
80.962131,100,1387.849529
80.194024,100,1396.366473
80.757937,100,1404.90837
81.32785,100,1413.363938
80.325995,100,1421.991802
81.29456,100,1430.52215
79.82412,100,1439.092437
79.344538,100,1447.597341
81.214221,100,1456.042484
78.407178,100,1464.468436
79.447684,100,1476.492676
81.83437,100,1484.944512
80.071368,100,1493.393724
80.56514,100,1501.939747
80.93938,100,1510.431216
79.513437,100,1518.933064
81.042395,100,1527.399478
80.933078,100,1535.892329
80.473037,100,1544.330568
80.530986,100,1552.752888
80.552313,100,1561.180044
79.142617,100,1573.232464
79.268416,100,1581.70427
79.781514,100,1590.127462
79.924236,100,1598.604098
79.533463,100,1607.056978
79.978125,100,1615.535998
79.565493,100,1624.006461
78.755809,100,1632.499386
80.942778,100,1640.93411
79.409991,100,1649.34551
80.215524,100,1661.222167
81.272094,100,1669.750662
80.303522,100,1678.252883
80.916043,100,1686.75779
80.168683,100,1695.325967
80.577408,100,1703.790367
81.58305,100,1712.24831
79.788411,100,1720.686174
79.190397,100,1729.152063
78.047852,100,1737.644968
81.306579,100,1749.627874
79.769566,100,1758.072459
79.193279,100,1766.514395
80.101284,100,1774.986709
79.433467,100,1783.442715
81.66366,100,1791.894643
80.981181,100,1800.363542
79.655602,100,1808.840334
78.731025,100,1817.389156
80.65233,100,1825.861508
79.349462,100,1837.792614
81.3131,100,1846.229907
79.449086,100,1854.680649
79.53624,100,1863.187791
80.540668,100,1871.729857
81.221771,100,1880.427335
81.342912,100,1888.915684
80.560029,100,1897.365373
79.177325,100,1905.833096
78.533977,100,1914.273966
80.567582,100,1922.7292
80.817,100,1934.707196
79.958946,100,1943.25361
80.613005,100,1951.713261
81.569297,100,1960.169588
79.308982,100,1968.636313
80.5487,100,1977.12219
79.210953,100,1985.593917
80.07502,100,1994.049381
81.194436,100,2002.622519
81.571851,100,2011.109169
80.297419,100,2023.055753
80.138679,100,2031.514812
