#{"t_start": 1772769487.4340324, "env_id": "None"}
r,l,t
80.689734,100,8.438836
80.206238,100,16.824977
79.475786,100,25.294989
81.276897,100,33.731799
80.433343,100,42.170823
80.699721,100,50.639079
79.636562,100,59.229459
80.39646,100,67.718046
79.985271,100,76.198765
79.771871,100,84.700243
79.678028,100,96.582916
79.815787,100,105.045913
77.746394,100,113.486857
79.492182,100,122.082378
81.911861,100,130.556993
79.501215,100,139.032944
81.678663,100,147.510691
79.261474,100,155.993099
79.618857,100,164.463306
79.672734,100,172.970095
81.087845,100,184.993392
79.475202,100,193.486815
79.803848,100,201.96084
80.246337,100,210.453005
79.856115,100,218.910224
80.361457,100,227.4111
79.720929,100,235.870678
79.929619,100,244.458286
80.149905,100,252.955512
79.859874,100,261.45956
79.787894,100,273.382063
78.259861,100,281.865167
81.432861,100,290.338135
80.556119,100,298.847476
80.746752,100,307.431553
80.394623,100,315.905758
79.831394,100,324.382692
79.143086,100,332.856565
80.582685,100,341.32492
79.989876,100,349.823243
79.618541,100,361.744512
80.453452,100,370.320914
82.011375,100,378.816166
80.253961,100,387.320832
80.797128,100,395.818822
80.175999,100,404.345517
79.197926,100,412.833775
78.818215,100,421.33526
80.34744,100,429.818518
79.246071,100,438.414709
80.78993,100,446.90589
79.37143,100,458.850647
81.549838,100,467.315508
79.531539,100,475.790254
78.900331,100,484.246869
80.417801,100,492.730721
80.754939,100,501.290992
80.467249,100,509.77253
80.731818,100,518.238382
79.480846,100,526.700146
80.682756,100,535.236843
79.156798,100,547.221538
79.590906,100,555.779563
80.590723,100,564.262612
80.124032,100,572.803731
81.121856,100,581.280754
80.197767,100,589.757709
79.164708,100,598.246272
81.486907,100,606.717202
80.677229,100,615.235096
80.195578,100,623.802263
79.077962,100,635.728771
79.4331,100,644.213948
80.087026,100,652.69279
78.921452,100,661.176659
79.03014,100,669.650442
81.142917,100,678.152107
79.668443,100,686.720706
79.869155,100,695.187574
79.285665,100,703.680214
80.360532,100,712.18305
79.375236,100,724.107331
79.163702,100,732.617445
80.40371,100,741.105529
