#{"t_start": 1772769487.4292696, "env_id": "None"}
r,l,t
77.758373,100,2244.465744
78.988806,100,2253.068618
80.384833,100,2261.581367
80.848689,100,2273.568598
81.682166,100,2282.084925
80.469051,100,2290.596744
80.369287,100,2299.132319
78.165234,100,2307.672868
79.796841,100,2316.309416
78.340801,100,2324.857208
80.372787,100,2333.379303
79.121713,100,2341.906422
78.99043,100,2350.425896
79.908086,100,2362.388242
80.425651,100,2370.916778
79.274931,100,2379.513734
78.70302,100,2388.045391
79.139237,100,2396.563521
81.003278,100,2405.067475
79.942015,100,2413.570403
83.707986,100,2422.046316
80.407805,100,2430.611065
79.765036,100,2439.135419
78.382495,100,2451.150012
81.897835,100,2459.710663
79.847853,100,2468.201454
79.486541,100,2476.722018
77.910195,100,2485.27139
80.561427,100,2493.832503
79.103333,100,2502.46276
80.904461,100,2510.975316
78.473159,100,2519.504663
79.677352,100,2528.01229
80.552285,100,2539.978736
78.85325,100,2548.469656
80.674387,100,2557.017137
80.589902,100,2565.637166
78.870637,100,2574.156195
82.253163,100,2582.689704
79.514994,100,2591.184783
79.171711,100,2599.714577
78.866724,100,2608.231608
80.413118,100,2616.780217
79.868848,100,2628.828256
80.833368,100,2637.372155
79.632983,100,2645.889121
80.700036,100,2654.429784
80.028218,100,2662.947157
80.519819,100,2671.448768
79.983898,100,2679.978799
80.619598,100,2688.496959
81.345412,100,2697.087596
81.037581,100,2705.644834
79.265127,100,2714.184003
80.234347,100,2726.127419
78.998459,100,2734.653963
79.566806,100,2743.158539
81.552114,100,2751.66637
78.805866,100,2760.298847
81.405388,100,2768.814216
81.021662,100,2777.351428
80.620621,100,2785.898401
79.529661,100,2794.451777
80.188102,100,2802.991392
81.06442,100,2814.949535
81.918475,100,2823.547053
80.967743,100,2832.075772
79.649923,100,2840.620284
79.987838,100,2849.17117
79.622337,100,2857.724687
80.383299,100,2866.234932
79.459326,100,2874.758126
79.008006,100,2883.323879
79.936417,100,2891.837341
79.895144,100,2903.854663
80.56373,100,2912.373725
80.137621,100,2920.873028
80.662494,100,2929.368332
80.511762,100,2937.882465
79.779172,100,2946.498902
79.905784,100,2955.044832
80.465501,100,2963.583405
80.162902,100,2972.140871
79.825704,100,2980.632681
78.109017,100,2992.715635
80.294724,100,3001.262149
77.999475,100,3009.894058
80.820305,100,3018.43039
79.615318,100,3026.93769
81.69671,100,3035.44674
79.949022,100,3044.000362
79.390161,100,3052.536186
80.628382,100,3061.099854
80.698629,100,3069.737336
78.45029,100,3078.293412
81.070495,100,3090.279131
79.619658,100,3098.819381
80.571375,100,3107.338964
79.77579,100,3115.870626
81.889395,100,3124.381123
80.804382,100,3133.012894
80.166778,100,3141.540964
81.470308,100,3150.043997
80.649153,100,3158.583966
79.437485,100,3167.12895
80.914795,100,3179.087873
79.910952,100,3187.616771
78.656242,100,3196.233626
80.578169,100,3204.785132
80.121,100,3213.307888
78.962972,100,3221.824164
79.866546,100,3230.369862
80.288166,100,3238.886096
80.486214,100,3247.391062
78.888308,100,3255.932476
