#{"t_start": 1772765040.2585194, "env_id": "None"}
r,l,t
80.391998,100,1509.908495
80.917066,100,1518.445873
80.094868,100,1526.993769
80.402189,100,1535.509669
80.638233,100,1547.445884
79.337955,100,1556.023827
81.849231,100,1564.536974
80.040431,100,1573.04424
80.73739,100,1581.506031
79.058628,100,1590.016505
79.555957,100,1598.531627
78.815326,100,1607.028089
81.679606,100,1615.614019
80.883833,100,1624.119048
79.803337,100,1636.08555
80.456444,100,1644.592325
80.718201,100,1653.070301
80.875289,100,1661.574602
79.987727,100,1670.068949
78.90544,100,1678.646896
80.530552,100,1687.138837
79.140463,100,1695.632028
80.503376,100,1704.129827
81.692582,100,1712.633895
78.988988,100,1724.618072
81.053315,100,1733.107193
80.356394,100,1741.686699
79.256039,100,1750.190228
78.407604,100,1758.673004
79.638261,100,1767.187988
80.719835,100,1775.691174
80.427722,100,1784.213069
80.550465,100,1792.747553
79.715301,100,1801.341983
80.591611,100,1813.278672
80.638631,100,1821.784683
81.739987,100,1830.275982
79.760051,100,1838.784164
80.335662,100,1847.315049
78.540561,100,1855.833129
79.45924,100,1864.437902
80.137655,100,1872.915038
79.271297,100,1881.424492
80.758978,100,1889.915055
79.472202,100,1898.413678
80.654628,100,1910.345246
81.466728,100,1918.821327
78.028404,100,1927.423488
81.76654,100,1935.896806
79.741222,100,1944.412911
78.116235,100,1952.91995
79.848702,100,1961.430958
79.979478,100,1969.954603
81.049675,100,1978.427297
81.757732,100,1986.903054
78.886732,100,1998.9338
79.612002,100,2007.440159
79.751066,100,2015.951578
79.280554,100,2024.485985
79.890401,100,2032.945568
80.256654,100,2041.41888
78.950009,100,2050.125858
79.634309,100,2058.683327
79.66381,100,2067.189569
80.142322,100,2075.692038
79.89913,100,2087.61832
80.935589,100,2096.113212
79.487558,100,2104.641965
79.868753,100,2113.237543
81.0968,100,2121.753664
78.064483,100,2130.271721
81.289958,100,2138.757996
81.485073,100,2147.266561
80.032909,100,2155.769235
79.000128,100,2164.296741
81.537194,100,2176.340732
80.094513,100,2184.85833
80.126068,100,2193.360219
79.127705,100,2201.902407
80.268058,100,2210.437315
79.185063,100,2218.960942
81.262331,100,2227.471621
80.840502,100,2235.98098
80.099662,100,2244.610469
78.751757,100,2253.138077
80.223856,100,2261.65635
80.304436,100,2273.67644
79.973611,100,2282.151348
80.792491,100,2290.673
80.509962,100,2299.16293
80.091658,100,2307.777442
81.555973,100,2316.278926
82.130211,100,2324.793907
79.836228,100,2333.326171
80.029242,100,2341.869435
79.805679,100,2350.383356
79.611571,100,2362.346643
79.000425,100,2370.968947
80.587391,100,2379.458748
79.749323,100,2388.010492
80.859348,100,2396.495179
80.771227,100,2405.0144
80.143188,100,2413.524206
79.149468,100,2422.027827
79.16561,100,2430.626936
77.274682,100,2439.150802
80.796647,100,2451.08962
80.637564,100,2459.587306
77.852383,100,2468.109132
80.459224,100,2476.635633
80.448975,100,2485.127315
80.758176,100,2493.715772
79.735827,100,2502.245095
80.000419,100,2510.778569
79.041551,100,2519.263667
80.831223,100,2527.769847
81.497474,100,2539.673951
80.711379,100,2548.199199
79.502979,100,2556.7905
80.748728,100,2565.298284
78.363997,100,2573.819376
81.960566,100,2582.315436
80.186608,100,2590.842405
78.530951,100,2599.381173
79.906814,100,2607.886308
79.365913,100,2616.506453
81.153598,100,2628.466029
80.837366,100,2636.997218
79.374647,100,2645.516735
80.932125,100,2654.025925
81.195571,100,2662.538681
80.662077,100,2671.032396
80.257691,100,2679.645193
80.073351,100,2688.138331
80.318421,100,2696.614491
80.959664,100,2705.118847
82.048831,100,2713.606734
79.301205,100,2725.550089
79.547017,100,2734.045388
80.625371,100,2742.622309
79.634371,100,2751.08943
81.572589,100,2759.478287
79.945096,100,2767.978992
80.115626,100,2776.473701
80.380284,100,2784.99979
79.416393,100,2793.507003
79.602702,100,2802.006612
80.725716,100,2814.067515
79.333744,100,2822.567962
81.155874,100,2831.057797
79.674402,100,2839.551277
79.928692,100,2848.065484
81.582099,100,2856.592591
79.533838,100,2865.12274
79.394983,100,2873.722167
79.780579,100,2882.250586
78.569976,100,2890.768996
80.035147,100,2902.681929
79.265013,100,2911.184539
79.663976,100,2919.674317
79.05425,100,2928.177812
80.034434,100,2936.767512
78.961619,100,2945.280693
81.570173,100,2953.800748
81.247998,100,2962.285577
80.739693,100,2970.785696
80.20267,100,2979.286194
79.970977,100,2991.345059
79.88747,100,2999.868633
80.84461,100,3008.341009
79.024155,100,3016.840748
79.619094,100,3025.356758
80.539894,100,3033.889606
80.389537,100,3042.415062
81.122981,100,3050.931303
79.88188,100,3059.53258
81.183382,100,3068.042071
81.098621,100,3076.560465
81.018857,100,3088.58237
80.981836,100,3097.108213
79.204411,100,3105.610866
78.966318,100,3114.171359
79.185143,100,3122.811908
81.293901,100,3131.288923
79.138573,100,3139.811975
80.608621,100,3148.319378
79.699734,100,3156.837534
80.729153,100,3165.367349
80.547949,100,3177.318694
81.736652,100,3185.901352
78.408207,100,3194.409818
81.573901,100,3202.925553
79.921022,100,3211.425872
80.504236,100,3219.960417
80.634174,100,3228.495345
81.307022,100,3237.016308
81.164194,100,3245.664731
79.484453,100,3254.199157
79.791419,100,3266.239347
80.436433,100,3274.738289
79.943156,100,3283.247546
80.192456,100,3291.744477
80.467324,100,3300.278084
80.332619,100,3308.900625
80.374247,100,3317.437694
81.259293,100,3325.95074
80.03096,100,3334.46621
80.33556,100,3343.017447
80.883999,100,3354.974939
78.800867,100,3363.478785
80.245221,100,3372.070009
79.331417,100,3380.617867
80.441193,100,3389.124337
80.874837,100,3397.619972
79.874599,100,3406.148062
79.90603,100,3414.642214
79.442568,100,3423.202034
80.559337,100,3431.716202
80.814444,100,3440.305252
79.855715,100,3452.391766
81.201506,100,3460.902756
81.015327,100,3469.436701
79.344356,100,3477.943057
79.754379,100,3486.481426
80.698035,100,3495.091017
81.156739,100,3503.60528
80.340374,100,3512.14235
80.729555,100,3520.641232
81.168568,100,3529.174521
81.363597,100,3541.138062
81.797857,100,3549.658704
80.381457,100,3558.259929
81.27562,100,3566.780735
79.279791,100,3575.303355
81.543965,100,3583.80461
80.588375,100,3592.291621
79.998023,100,3600.838895
79.085874,100,3609.384615
79.934226,100,3617.925823
79.599745,100,3629.960807
79.860331,100,3638.49401
79.832175,100,3647.002913
80.082553,100,3655.519884
79.138892,100,3664.049544
80.947596,100,3672.580521
78.618217,100,3681.114086
81.716502,100,3689.706175
79.045823,100,3698.236518
80.764624,100,3706.732182
80.374554,100,3718.702126
79.79356,100,3727.237731
79.151035,100,3735.776853
81.127321,100,3744.297678
80.273676,100,3752.872125
79.411488,100,3761.404139
80.637795,100,3769.898408
80.468848,100,3778.413507
80.201274,100,3786.919827
78.787102,100,3795.423577
79.833193,100,3803.951273
79.101661,100,3816.0028
78.63115,100,3824.546461
79.928806,100,3833.059413
79.823529,100,3841.61211
80.184859,100,3850.106502
80.141874,100,3858.604125
80.979886,100,3867.103707
79.924667,100,3875.703758
80.462376,100,3884.230609
79.958254,100,3892.721707
81.182257,100,3904.698199
81.267118,100,3913.174945
80.413047,100,3921.716814
80.456881,100,3930.261441
79.937616,100,3938.901603
80.260708,100,3947.431868
80.322132,100,3955.959728
80.980667,100,3964.474361
81.230831,100,3973.029777
80.932674,100,3981.541861
80.47526,100,3993.505522
79.25643,100,4002.089441
79.874925,100,4010.642804
80.103297,100,4019.194496
79.729072,100,4027.720257
81.285267,100,4036.23279
80.846354,100,4044.731951
79.986259,100,4053.280507
81.378258,100,4061.937764
79.331039,100,4070.498611
78.634389,100,4082.514067
78.587395,100,4091.045032
82.2387,100,4099.556991
81.318598,100,4108.070676
80.670607,100,4116.591549
79.736727,100,4125.221455
81.249777,100,4133.773294
78.82853,100,4142.334489
79.815679,100,4150.917006
79.793662,100,4159.404828
80.647829,100,4167.907284
80.763705,100,4179.932229
80.35891,100,4188.583037
79.254241,100,4197.134949
79.469204,100,4205.682433
80.093411,100,4214.194612
80.284201,100,4222.719666
79.360915,100,4231.226034
79.64912,100,4239.749666
78.844579,100,4248.303619
80.876439,100,4256.952474
81.076368,100,4268.920468
80.943925,100,4277.422442
80.518739,100,4285.955599
80.126638,100,4294.488211
79.95201,100,4303.026649
80.053154,100,4311.517665
79.766904,100,4320.13668
79.581381,100,4328.698195
80.829575,100,4337.192911
80.528107,100,4345.722895
81.051744,100,4357.73449
79.89525,100,4366.279684
78.821971,100,4374.837029
80.339679,100,4383.443445
78.982237,100,4391.974224
79.580797,100,4400.504209
80.270688,100,4409.015599
80.690912,100,4417.556638
79.080318,100,4426.101364
80.606191,100,4434.602579
