#{"t_start": 1772773937.6586757, "env_id": "None"}
r,l,t
79.695269,100,2013.948906
80.749358,100,2022.484104
79.008127,100,2031.01915
80.085997,100,2039.532069
79.623262,100,2048.020004
78.275091,100,2056.545133
79.909689,100,2065.066669
79.238519,100,2073.601308
79.226197,100,2085.630748
80.733173,100,2094.118621
79.520467,100,2102.622453
77.805951,100,2111.097334
79.062308,100,2119.581146
79.722366,100,2128.12302
79.247505,100,2136.749171
80.45096,100,2145.256605
78.742579,100,2153.757
78.432082,100,2162.284481
79.462682,100,2174.221615
81.243898,100,2182.717972
81.306676,100,2191.273123
80.970104,100,2199.871471
78.99068,100,2208.43289
79.295194,100,2216.978623
78.975414,100,2225.494209
80.650919,100,2234.010827
80.843195,100,2242.512435
80.500101,100,2251.072489
79.108913,100,2259.563182
79.497655,100,2271.629375
79.055697,100,2280.125559
79.898573,100,2288.663503
80.626996,100,2297.157156
80.614007,100,2305.679559
80.501212,100,2314.180789
79.320089,100,2322.710545
79.801072,100,2331.304919
79.146672,100,2339.79667
80.210524,100,2348.339569
81.500291,100,2360.258795
79.211949,100,2368.772139
79.599255,100,2377.307739
79.677358,100,2385.78229
80.323831,100,2394.377648
79.883456,100,2402.86502
78.426896,100,2411.361615
80.130676,100,2419.861264
81.816201,100,2428.385023
79.243117,100,2436.908983
80.171197,100,2448.845512
79.392208,100,2457.426385
80.662244,100,2465.919911
80.927828,100,2474.411634
80.092544,100,2482.930919
82.760033,100,2491.45305
79.78228,100,2499.930847
81.071119,100,2508.423563
79.143852,100,2517.005767
78.906423,100,2525.520413
79.534149,100,2537.499751
78.862664,100,2546.018581
81.314196,100,2554.485147
79.64493,100,2562.998755
80.689494,100,2571.485172
81.450903,100,2580.077387
80.930909,100,2588.962255
81.032867,100,2597.887903
79.244648,100,2606.775412
80.476112,100,2615.656639
80.380433,100,2628.246088
80.775619,100,2637.139677
80.142373,100,2646.132282
80.282162,100,2655.017055
79.221822,100,2663.964153
80.429144,100,2672.880552
80.376381,100,2681.769748
81.616558,100,2690.724206
80.50585,100,2699.637085
79.66527,100,2708.633018
78.120458,100,2717.552235
79.330387,100,2730.046968
79.322595,100,2738.980292
79.265953,100,2747.950371
79.975509,100,2756.870828
80.066103,100,2765.772198
80.246576,100,2774.739936
80.913889,100,2783.642072
80.189139,100,2792.582807
80.083244,100,2801.497344
79.71187,100,2810.368701
81.834677,100,2823.272228
81.734262,100,2832.143649
79.259103,100,2841.184704
78.337513,100,2850.221638
82.168908,100,2859.264447
80.660094,100,2868.24475
80.810266,100,2877.180913
79.745554,100,2886.205995
81.541495,100,2895.150934
81.144536,100,2904.169889
80.687433,100,2917.509965
79.376859,100,2928.056909
80.247514,100,2940.269751
81.80146,100,2970.434474
80.884033,100,2979.417095
80.456516,100,2988.498094
80.852122,100,2997.511888
79.291084,100,3006.551631
81.219317,100,3015.526062
81.488425,100,3024.59521
81.005554,100,3037.668648
80.020102,100,3046.639493
79.561235,100,3055.658292
80.274282,100,3064.666883
80.789321,100,3073.723062
79.864758,100,3082.325994
78.929091,100,3092.060446
80.647148,100,3100.807636
79.754049,100,3109.810889
80.890166,100,3118.844232
79.474655,100,3127.862755
79.785202,100,3140.809821
79.465315,100,3150.003059
80.880111,100,3159.210106
79.621959,100,3168.411729
80.394622,100,3177.491541
81.128647,100,3186.477357
81.325904,100,3195.54726
80.214118,100,3204.726886
81.132022,100,3214.850985
79.703131,100,3227.547854
80.540349,100,3261.539143
79.467491,100,3270.731203
79.599426,100,3279.723774
79.24455,100,3288.71359
79.485643,100,3297.835839
80.053648,100,3306.875706
79.663762,100,3315.824544
78.439681,100,3324.773563
79.461022,100,3333.784092
80.3985,100,3342.803037
80.682764,100,3355.901276
80.054914,100,3364.961443
80.387786,100,3374.026007
80.291842,100,3383.085405
79.911091,100,3392.068221
80.762163,100,3401.113082
79.316522,100,3410.107804
81.097714,100,3419.113602
78.742117,100,3428.272325
81.007895,100,3437.276084
79.95537,100,3450.041695
79.382306,100,3459.022207
79.952408,100,3468.064172
80.937684,100,3477.137766
80.603369,100,3486.20228
80.910553,100,3495.310888
80.513432,100,3504.33369
79.217406,100,3513.342845
81.715299,100,3522.324438
79.218324,100,3530.846431
80.315385,100,3539.35757
80.11738,100,3551.405796
80.037534,100,3559.987018
79.581602,100,3568.514767
81.353385,100,3577.001071
79.383438,100,3585.531228
79.53535,100,3594.024911
81.209831,100,3602.527521
81.26382,100,3611.032687
80.48813,100,3619.570266
80.554035,100,3628.287194
78.078967,100,3640.26615
81.236255,100,3648.76858
79.919876,100,3657.237664
80.844656,100,3665.764162
81.019865,100,3674.273982
79.377663,100,3682.889895
81.274189,100,3691.384975
78.374284,100,3699.90685
81.223125,100,3708.39786
81.100862,100,3716.876043
80.914858,100,3728.884725
81.136534,100,3737.388283
80.194371,100,3746.010242
79.425689,100,3754.484084
80.073633,100,3762.983433
82.048604,100,3771.443136
78.158209,100,3779.954557
78.581333,100,3788.495537
79.707398,100,3797.019721
79.245806,100,3805.542831
79.25422,100,3817.614145
80.246845,100,3826.167249
78.428201,100,3834.671862
80.316697,100,3843.137413
80.545546,100,3851.641413
79.963406,100,3860.124248
79.74573,100,3868.643331
81.861663,100,3877.237006
79.539227,100,3885.745935
80.580349,100,3894.261725
80.793668,100,3902.740874
79.278798,100,3914.772058
79.818612,100,3923.270619
79.890571,100,3931.782887
80.788682,100,3940.362792
80.504789,100,3948.859039
77.998498,100,3957.373057
80.734674,100,3965.876849
79.64667,100,3974.384184
79.651907,100,3982.919689
79.824396,100,3991.471016
80.240425,100,4003.546173
80.635587,100,4012.003224
79.797495,100,4020.457674
79.228375,100,4028.973648
79.893678,100,4037.464692
79.570116,100,4045.993227
81.309186,100,4054.463233
79.572968,100,4063.038523
79.670735,100,4071.520913
79.537549,100,4079.99554
81.04166,100,4091.94312
81.068197,100,4100.452219
82.061806,100,4108.955086
80.190513,100,4117.455473
81.927003,100,4126.035984
80.483054,100,4134.535355
80.073812,100,4143.019618
79.756132,100,4151.535407
80.010808,100,4159.995803
81.113237,100,4168.516246
79.488878,100,4180.446766
80.972426,100,4189.06272
78.777028,100,4197.530159
80.432634,100,4206.06423
80.099641,100,4214.59362
78.848423,100,4223.14674
78.717305,100,4231.644308
80.351471,100,4240.133762
79.221874,100,4248.719792
78.437394,100,4257.228534
81.233857,100,4265.710151
80.037963,100,4277.660363
78.160829,100,4286.183746
79.780906,100,4294.706897
79.39879,100,4303.219368
79.621542,100,4311.817872
77.810567,100,4320.337118
79.335264,100,4328.829823
80.832238,100,4337.333679
79.193507,100,4345.836423
79.99968,100,4354.35217
82.087496,100,4366.307867
80.067336,100,4374.935785
80.87263,100,4383.411509
80.123963,100,4391.950526
78.370833,100,4400.465425
80.390248,100,4408.98207
81.334202,100,4417.503219
79.700477,100,4426.048258
79.937411,100,4434.53689
80.227626,100,4443.157416
80.770051,100,4455.089519
78.290086,100,4463.602795
79.037855,100,4472.117828
80.536231,100,4480.61251
81.372818,100,4489.124469
79.494722,100,4497.628289
78.520967,100,4506.232771
80.074761,100,4514.796055
80.807415,100,4523.342558
79.185302,100,4531.877853
