#{"t_start": 1772773937.7280898, "env_id": "None"}
r,l,t
79.960502,100,8.569113
79.720893,100,17.001759
79.448514,100,25.466726
81.523112,100,33.923545
79.435609,100,42.342421
79.607381,100,50.79962
79.790984,100,59.265675
79.595612,100,67.712478
80.27899,100,76.261902
80.753401,100,84.707517
78.762,100,96.616576
82.387915,100,105.07931
80.133939,100,113.550116
80.708151,100,122.031335
79.933087,100,130.604003
78.789804,100,139.050056
80.173444,100,147.51511
79.212131,100,156.006848
81.610075,100,164.454741
79.5655,100,172.930117
80.53201,100,184.845
80.953168,100,193.391783
78.354669,100,201.8443
78.716091,100,210.315196
81.286891,100,218.771625
79.757974,100,227.204922
80.839566,100,235.679271
81.061526,100,244.148057
80.224976,100,252.579913
80.375702,100,261.151713
80.251742,100,273.122925
79.222724,100,281.552707
81.070591,100,290.013236
80.052328,100,298.500743
80.410399,100,306.958973
78.711617,100,315.443986
80.23058,100,324.008686
81.461002,100,332.465604
80.688855,100,340.943991
80.082167,100,349.428628
79.014505,100,361.358398
79.491861,100,369.820105
79.248874,100,378.320269
81.91508,100,386.883831
79.893048,100,395.362804
79.240751,100,403.874333
80.37551,100,412.357834
79.686266,100,420.842566
79.52821,100,429.334341
79.480029,100,437.815852
83.184067,100,446.376691
79.896156,100,458.300357
79.754139,100,466.788745
79.765422,100,475.322166
80.015919,100,483.764246
81.162599,100,492.247748
80.176406,100,500.717054
78.569097,100,509.292935
79.909272,100,517.79308
80.046502,100,526.294419
79.521258,100,534.811114
80.340807,100,546.701569
79.791915,100,555.184369
79.444495,100,563.658103
80.680992,100,572.171108
79.031003,100,580.667724
80.093058,100,589.131293
80.531644,100,597.597244
79.803608,100,606.080148
80.407298,100,614.578052
80.396664,100,623.103929
78.997005,100,635.075475
79.460708,100,643.564448
79.493372,100,652.047214
79.284682,100,660.526896
80.955578,100,669.028514
79.205257,100,677.515829
79.700847,100,685.973434
80.853573,100,694.558602
79.823093,100,703.060187
80.631143,100,711.545524
80.326612,100,723.474192
78.737566,100,731.956365
80.136858,100,740.4557
81.807165,100,748.948215
79.445596,100,757.494832
81.696175,100,765.977774
80.518087,100,774.449325
80.589551,100,782.941769
