#{"t_start": 1772773937.743475, "env_id": "None"}
r,l,t
80.160298,100,8.550848
80.699865,100,16.987033
79.439357,100,25.449528
81.896638,100,33.905865
80.964131,100,42.327322
81.15602,100,50.78326
80.717077,100,59.248986
79.046508,100,67.695622
79.242282,100,76.246901
79.852912,100,84.691481
80.505191,100,96.600673
80.792135,100,105.064526
80.334335,100,113.53617
78.965389,100,122.015956
80.321419,100,130.589519
81.04637,100,139.032403
79.89542,100,147.499456
77.214264,100,155.992039
80.259517,100,164.438231
79.742237,100,172.914509
80.578409,100,184.827832
80.700667,100,193.376566
81.580219,100,201.82742
80.779138,100,210.299057
80.268616,100,218.756771
81.00554,100,227.189719
78.235468,100,235.665498
80.688123,100,244.133445
81.34332,100,252.565949
80.568357,100,261.135658
79.456811,100,273.10771
78.650265,100,281.53685
79.737829,100,289.997715
81.112488,100,298.484205
79.55802,100,306.940083
80.521307,100,315.430306
79.525926,100,323.99112
80.251023,100,332.450681
78.497343,100,340.930274
79.996842,100,349.413314
80.659541,100,361.341679
80.19648,100,369.805375
79.948342,100,378.308347
80.231312,100,386.870275
79.300564,100,395.347755
80.233403,100,403.858943
80.225335,100,412.343289
79.618564,100,420.827075
82.118354,100,429.320561
78.703619,100,437.80185
80.322393,100,446.362617
80.701211,100,458.282436
80.388723,100,466.772407
80.918184,100,475.304072
81.385582,100,483.747478
79.592268,100,492.233086
79.488143,100,500.703409
80.517209,100,509.27813
80.505661,100,517.778494
79.406014,100,526.27826
80.133253,100,534.794258
80.62493,100,546.686239
81.277807,100,555.16923
79.598687,100,563.64471
81.749089,100,572.155334
81.154817,100,580.65183
79.562171,100,589.116253
78.03383,100,597.581643
78.500679,100,606.064777
79.709293,100,614.560302
79.886065,100,623.088855
80.510877,100,635.059297
79.728777,100,643.547062
79.404429,100,652.031785
79.987031,100,660.509694
78.983285,100,669.014537
80.866606,100,677.499615
80.657885,100,685.956851
79.248505,100,694.542792
82.03242,100,703.044875
79.559568,100,711.529095
80.617424,100,723.45924
79.827922,100,731.941715
78.272301,100,740.441946
80.701582,100,748.933081
80.636677,100,757.482419
79.016978,100,765.966527
79.897772,100,774.434527
79.738687,100,782.926764
79.331209,100,791.394607
81.85,100,799.876875
81.159993,100,808.347779
79.187396,100,820.421706
80.729168,100,828.921283
80.835616,100,837.42025
79.585876,100,845.90878
80.956645,100,854.393976
79.626086,100,862.917799
79.773861,100,871.426398
80.942309,100,879.905463
80.811827,100,888.436424
79.802,100,896.91178
78.102043,100,908.899765
79.827836,100,917.445195
79.500061,100,925.900769
79.840317,100,934.376637
79.399678,100,942.852371
80.209659,100,951.444315
79.992727,100,959.943469
81.415916,100,968.396718
79.323053,100,976.865368
81.780396,100,985.382752
80.696097,100,997.351126
80.761095,100,1005.796265
79.877866,100,1014.32745
80.107198,100,1022.806343
78.830044,100,1031.2547
80.667724,100,1039.74587
80.509704,100,1048.226594
79.972317,100,1056.725037
79.332781,100,1065.220266
80.14387,100,1073.766007
80.668289,100,1085.713856
79.372176,100,1094.219704
79.982871,100,1102.730569
80.138698,100,1111.250735
80.941672,100,1119.727992
79.926509,100,1128.200299
80.533613,100,1136.800608
79.595024,100,1145.235057
79.765315,100,1153.753346
79.578556,100,1162.268734
80.804639,100,1170.794518
80.749986,100,1182.738875
81.36225,100,1191.222981
80.359719,100,1199.797666
80.097737,100,1208.298354
80.065603,100,1216.801858
80.015687,100,1225.313502
81.447048,100,1233.827085
81.957217,100,1242.35335
80.579705,100,1250.874003
78.470218,100,1259.458956
78.899469,100,1271.40349
82.351831,100,1279.870985
80.868676,100,1288.424706
78.654395,100,1296.92047
79.973101,100,1305.395705
80.969626,100,1313.902901
79.691506,100,1322.512052
80.535396,100,1331.05041
80.31714,100,1339.524913
79.915647,100,1348.01252
79.685434,100,1359.981994
79.749952,100,1368.470241
80.627994,100,1376.982746
80.856807,100,1385.572267
80.071643,100,1394.070903
79.939882,100,1402.58354
79.884622,100,1411.04642
80.050567,100,1419.503165
80.538483,100,1428.019588
81.619315,100,1436.500711
79.956452,100,1448.51092
80.529217,100,1457.036328
80.229338,100,1465.50907
79.903356,100,1474.016263
80.197371,100,1482.532614
80.725037,100,1491.038962
78.440775,100,1499.495853
82.404406,100,1507.975317
79.47892,100,1516.549747
81.354588,100,1524.979549
80.382419,100,1533.469023
80.050319,100,1545.387817
82.860834,100,1553.896745
79.318158,100,1562.33521
80.283423,100,1570.839425
81.77806,100,1579.419549
81.232704,100,1587.925359
81.391539,100,1596.407434
79.490694,100,1604.877137
80.352277,100,1613.388861
81.039899,100,1621.916631
79.404305,100,1633.885813
81.538391,100,1642.48091
80.491083,100,1650.965118
79.411307,100,1659.421939
81.891108,100,1667.907846
80.061951,100,1676.392645
80.323856,100,1684.853832
79.318046,100,1693.370817
82.009862,100,1701.953346
79.728655,100,1710.464285
81.287832,100,1722.404327
80.590461,100,1730.865343
80.669821,100,1739.366882
80.41686,100,1747.904097
80.398059,100,1756.439589
79.067548,100,1765.033979
80.545381,100,1773.518521
78.996126,100,1782.023185
80.196422,100,1790.555261
81.6885,100,1799.02822
80.252306,100,1810.985767
80.712947,100,1819.494684
78.981923,100,1828.085624
80.270942,100,1836.55441
78.441815,100,1845.085202
80.499063,100,1853.579314
80.536648,100,1862.128919
79.825816,100,1870.702125
81.141482,100,1879.202271
80.715797,100,1887.76629
80.526539,100,1896.301542
79.80568,100,1908.288199
78.844173,100,1916.801916
81.110798,100,1925.291407
80.552211,100,1933.788989
81.336149,100,1942.279274
79.590853,100,1950.878906
79.221333,100,1959.349202
80.208251,100,1967.849851
79.862617,100,1976.376723
79.515157,100,1984.854538
80.469032,100,1996.715313
79.070537,100,2005.234206
81.676939,100,2013.861196
79.050157,100,2022.399183
80.023324,100,2030.93521
79.483364,100,2039.449544
79.934943,100,2047.934929
80.2106,100,2056.460133
80.521646,100,2064.981359
80.352767,100,2073.517045
78.856769,100,2085.547238
79.722935,100,2094.0324
80.689365,100,2102.53825
80.708282,100,2111.012013
80.407942,100,2119.496451
80.456873,100,2128.03705
79.463568,100,2136.663991
80.117339,100,2145.171423
80.552515,100,2153.67455
81.670856,100,2162.199306
79.979416,100,2174.137174
80.027424,100,2182.633441
79.816725,100,2191.188871
80.627505,100,2199.787901
79.340135,100,2208.348723
80.676442,100,2216.893436
81.253416,100,2225.412128
80.127672,100,2233.926458
80.453472,100,2242.428957
81.02835,100,2250.987792
80.433534,100,2259.477065
81.100661,100,2271.543818
79.665674,100,2280.043632
80.854938,100,2288.578563
79.569743,100,2297.071239
78.514503,100,2305.595521
80.243773,100,2314.096401
80.237966,100,2322.626786
80.662456,100,2331.222274
80.916885,100,2339.711337
80.597152,100,2348.254818
80.223254,100,2360.175316
79.269014,100,2368.688916
79.599404,100,2377.227331
80.263173,100,2385.696796
80.255743,100,2394.292567
81.283907,100,2402.776961
80.555786,100,2411.275939
79.694499,100,2419.775781
79.283755,100,2428.301509
79.159697,100,2436.825323
78.951503,100,2448.761338
80.837317,100,2457.343597
80.191775,100,2465.837281
80.911976,100,2474.328763
79.590713,100,2482.845655
78.983351,100,2491.370229
80.851398,100,2499.847347
79.736531,100,2508.339945
80.867669,100,2516.919885
79.932697,100,2525.434061
79.086088,100,2537.414696
78.759886,100,2545.935023
81.1228,100,2554.39826
80.775311,100,2562.914942
79.666375,100,2571.39685
79.430782,100,2579.991998
80.5498,100,2588.875856
80.765656,100,2597.80134
81.483655,100,2606.688813
79.201803,100,2615.572942
80.769494,100,2628.162341
79.845694,100,2637.057348
80.598434,100,2646.048462
80.193904,100,2654.933317
80.779448,100,2663.878214
79.713319,100,2672.792389
79.748067,100,2681.683522
80.376853,100,2690.642355
80.970857,100,2699.550445
79.769578,100,2708.548237
80.142176,100,2717.467199
81.350815,100,2729.960964
79.586686,100,2738.895947
79.879565,100,2747.865238
81.444142,100,2756.786127
79.641992,100,2765.687325
81.660609,100,2774.652594
81.410792,100,2783.552339
80.687776,100,2792.498101
78.957576,100,2801.412484
80.805507,100,2810.286909
